UUID,Title,Mapped First Author,Year,Environment Type (learning or training),Mapped Data Collection Mediums,Mapped Modalities,Mapped Analysis Methods,Mapped Fusion Types,Mapped Publication Acronym,Mapped Full Publication,Sort Number,Environment Setting,Environment Subject,Participant Structure,Didactic Nature,Level of Instruction or Training,Analysis Approach,Analysis Results (w/ multimodal advantages),Full-Read 3 by Researcher,Reviewer,Reviewer Notes
518268671,using multimodal learning analytics to explore collaboration in a sustainability co-located tabletop game,María Ximena López,2021,Learning,"SURVEY,LOGS,AUDIO,VIDEO","LOGS,SURVEY,GAZE,PROS",STATS,OTH,ECGBL,European Conference on Games Based Learning,8,BLND,STEM,MULTI,INSTR,UNI,MF,"""Firstly, we found that coupling styles can be used to characterise collaboration in a co-located SG. Consistently with previous research (Isenberg et al, 2010; Niu et al, 2018), our results showed that teams displayed both close and loose coupling styles while performing individual actions to accomplish shared goals. Interestingly, we found a positive association between the time spent working closely coupled and the individual interactions with the technology. This suggests that the pursuit of collective goals requires players to continuously alternate and integrate individual planning and action with closely-coupled, likely to verify and synchronise their own actions with others. Secondly, we found that the perceived quality of collaboration does not appear to be an effective indicator of collaboration quality by itself. However, its small association with close-coupling style suggests a conscious, continuous, and proactive approach to collaboration, since players who appreciate the value of collaboration also seem to actively engage in closely-coupled interactions with others. Thirdly, our findings suggest that better-performing teams do work more closely-coupled and alternate their interactions with individual work. This result indicates that freely alternating individual work with closely-coupled interaction is an effective collaboration strategy, and that collaborative SGs should afford this opportunity. Overall, our study suggests that coupling style can be operationalised as a multimodal indicator suitable to investigate complex collaboration dynamics in games, thus confirming what has been found in other domains (Isenberg et al, 2010; Niu et al, 2018).""",Clayton,2,"Blended game environment for sustainable development (collaborative). Only stats methods applied, and no formal model presented or addressed via RQs."
518268671,using multimodal learning analytics to explore collaboration in a sustainability co-located tabletop game,María Ximena López,2021,Learning,"SURVEY,LOGS,AUDIO,VIDEO","LOGS,SURVEY,GAZE,PROS",STATS,OTH,ECGBL,European Conference on Games Based Learning,8,BLND,STEM,MULTI,INSTR,UNI,MF,,Caleb/Clayton,1&2,
957160695,virtual debate coach design: assessing multimodal argumentation performance,Volha Petukhova,2017,Training,"VIDEO,AUDIO","GEST,TRANS,PROS,SURVEY,GAZE","STATS,CLS,QUAL",MID,ICMI,International Conference on Multimodal Interaction,9,PHYS,HUM,MULTI,INF,K12,MF,"""We observed that linguistic features (i.e.n-gram of various size and types in combination with syntactic information), multimodal in-domain corpora and classification procedures resulted in the best performance on an argument structure mining task.""",Caleb,1,
957160695,virtual debate coach design: assessing multimodal argumentation performance,Volha Petukhova,2017,Training,"VIDEO,AUDIO","GEST,TRANS,PROS,SURVEY,GAZE","STATS,CLS,QUAL",MID,ICMI,International Conference on Multimodal Interaction,9,PHYS,HUM,MULTI,TRAIN,K12,MB,"""We observed that linguistic features (i.e.n-gram of various size and types in combination with syntactic information), multimodal in-domain corpora and classification procedures resulted in the best performance on an argument structure mining task. Results of the argument quality experiments showed that argument com- prehensibility is affected by the number of referring expressions, information complexity, and presentation fluency. Presence of intensification and segmentation markers, position and movements of hands/ams and certain postures may affect the perception of the clarity, persuasiveness, and credibility of debaters.""",Clayton,2,"Real-time and post hoc vitual debate coach. SVM model for classification. Could make argument for blended environment with virtual coach, but I would consider the environment to be in person, as that is where the students interact and debate."
957160695,virtual debate coach design: assessing multimodal argumentation performance,Volha Petukhova,2017,Training,"VIDEO,AUDIO","GEST,TRANS,PROS,SURVEY,GAZE","STATS,CLS,QUAL",MID,ICMI,International Conference on Multimodal Interaction,9,PHYS,HUM,MULTI,TRAIN,K12,MB,,Caleb/Clayton,1&2,
3009548670,real-time multimodal feedback with the cpr tutor,Daniele Di Mitri,2020,Training,"LOGS,VIDEO,SENSOR,MOTION","POSE,EMG,GEST",CLS,HYBRID,AIED,International Conference on Artificial Intelligence in Education,10,PHYS,PSY,IND,TRAIN,PROF,MB,System architecture is functional in predicting novice and expert compressions with low error rate,Caleb,1,
3009548670,real-time multimodal feedback with the cpr tutor,Daniele Di Mitri,2020,Training,"LOGS,VIDEO,SENSOR,MOTION","POSE,EMG,GEST",CLS,HYBRID,AIED,International Conference on Artificial Intelligence in Education,10,PHYS,PSY,IND,TRAIN,PROF,MB,"""...we collected observations that, while cannot be generalised, provide some indication that the feedback of the CPR tutor had a positive influence on the CPR performance on the target classes. To sum up, the architecture used for the CPR Tutor allowed for provision of real-time multimodal feedback (H1) and the generated feedback seem to have a short-term positive influence on the CPR performance on the target classes considered.""",Clayton,2,"CPR tutor. Model-based via RNN (LSTM) classification. Environment is ""European University Hospital."" No mention of undergraduats, and I got the impression this was professional development given the students needed to have recurring CPR qualifications."
3009548670,real-time multimodal feedback with the cpr tutor,Daniele Di Mitri,2020,Training,"LOGS,VIDEO,SENSOR,MOTION","POSE,EMG,GEST",CLS,HYBRID,AIED,International Conference on Artificial Intelligence in Education,10,PHYS,PSY,IND,TRAIN,PROF,MB,,Caleb/Clayton,1&2,
3448122334,"investigating the impact of a real-time, multimodal student engagement analytics technology in authentic classrooms",Sinem Aslan,2019,Learning,"VIDEO,LOGS,SCREEN,AUDIO,SURVEY,RPA,PPA,INTER","AFFECT,LOGS,POSE,QUAL,INTER,SURVEY,RPA","QUAL,STATS,CLS",LATE,CHI,Conference on Human Factors in Computing Systems,16,VIRT,STEM,IND,INSTR,K12,MB,Significant impact on the teacher's scaffolding behavior and student engagement (less bordem),Caleb,1,
3448122334,"investigating the impact of a real-time, multimodal student engagement analytics technology in authentic classrooms",Sinem Aslan,2019,Learning,"VIDEO,LOGS,SCREEN,AUDIO,SURVEY,RPA,PPA,INTER","AFFECT,LOGS,POSE,QUAL,INTER,SURVEY,RPA","QUAL,STATS,CLS",LATE,CHI,Conference on Human Factors in Computing Systems,16,VIRT,STEM,IND,INSTR,K12,MB,SEAT had positive impact on student engagement and was also helpful to teachers.,Clayton,2,"Real-time, multimodal Student Engagement Analytics Technology. Model-based via ML models (RF) referenced in previous works."
3448122334,"investigating the impact of a real-time, multimodal student engagement analytics technology in authentic classrooms",Sinem Aslan,2019,Learning,"VIDEO,LOGS,SCREEN,AUDIO,SURVEY,RPA,PPA,INTER","AFFECT,LOGS,POSE,QUAL,INTER,SURVEY,RPA","QUAL,STATS,CLS",LATE,CHI,Conference on Human Factors in Computing Systems,16,VIRT,STEM,IND,INSTR,K12,MB,,Caleb/Clayton,1&2,
2497456347,the rap system: automatic feedback of oral presentation skills using multimodal analysis and low-cost sensors,Xavier Ochoa,2018,Training,"AUDIO,VIDEO,PPA,SURVEY","PPA,GAZE,POSE,PROS","CLS,STATS,QUAL",LATE,LAK,International Conference on Learning Analytics & Knowledge,17,BLND,HUM,IND,INF,UNI,MB,Feedback generated by RAP is similar to human feedback across several dimensions and similar to other more complex systems,Caleb,1,
2497456347,the rap system: automatic feedback of oral presentation skills using multimodal analysis and low-cost sensors,Xavier Ochoa,2018,Training,"AUDIO,VIDEO,PPA,SURVEY","PPA,GAZE,POSE,PROS","CLS,STATS,QUAL",LATE,LAK,International Conference on Learning Analytics & Knowledge,17,BLND,HUM,IND,TRAIN,UNI,MB,"""It revealed an overwhelmingly positive perception of the system especially in the dimensions of perceived usefulness and feedback which were rated as excellent by 65% and 58% of the students respectively. The qualitative analysis helped discover specific issues, on the positive side, students commented on the potential of the system to quickly learn some basic presentation skills: ""I would like to see this system used in our Communications class"". On the negative side, students commented that they sometimes were aware that they were being recorded and that the environment was too small. Also, some students felt uncomfortable with a pre-recorded audience because it didn’t seem to react to their presentation: ""the audience had always the same expressions"". Overall, the students agreed that the system was useful and that they learned about their own presentation skills while using it.""",Clayton,2,RAP system evaluation. Blended because interactions with screen crowd and presentation but IRL presenting. Model-based due to AI/ML methods like RF.
2497456347,the rap system: automatic feedback of oral presentation skills using multimodal analysis and low-cost sensors,Xavier Ochoa,2018,Training,"AUDIO,VIDEO,PPA,SURVEY","PPA,GAZE,POSE,PROS","CLS,STATS,QUAL",LATE,LAK,International Conference on Learning Analytics & Knowledge,17,BLND,HUM,IND,TRAIN,UNI,MB,,Caleb/Clayton,1&2,
3660066725,children's play and problem solving in motion-based educational games: synergies between human annotations and multi-modal data,Serena Lee-Cultura,2021,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP","STATS,QUAL",OTH,IDC,Interaction Design and Children Conference,18,BLND,STEM,MULTI,INSTR,K12,"MB, MF",The use of MMD can help to triangulate with traditional research methods and explore hidden cognitive states,Caleb,1,
3660066725,children's play and problem solving in motion-based educational games: synergies between human annotations and multi-modal data,Serena Lee-Cultura,2021,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP","STATS,QUAL",OTH,IDC,Interaction Design and Children Conference,18,BLND,STEM,IND,INSTR,K12,MF,"""During informed problem solving episodes, we observed that children’s physiological stress, cognitive load, and emotional regu- lation were the highest. When children are presented a problem to solve, they may feel under pressure (external or self-imposed [60]) to answer the question correctly.""

""During our study, children interacted with a MBEG; however, despite the intended “fun factor” that typically accompanies games, the pressure to academically perform (i.e., correctly match a card-box pair) may have elevated children’s stress levels [38, 87]. This may explain why children’s stress levels peaked during episodes of informed problem solving. In a similar vein, increased levels of cognitive load during informed problem solving may be directly linked to the mental effort that children expended as they reasoned through problems [88].""

""Lastly, emotional regulation relates to children’s HRV [9, 97]. A plausible reason for observing the highest levels of emotional regulation during informed problem solving might be due to the immediate feedback that children received directly after they attempted to make a card-box match. The anticipation of the MBEG assessment/evaluation may have influenced children’s heart rate, causing high levels of variability as children invested themselves in informed problem solving. Thus, in accordance with prior research [32], we hypothesise that the feedback in general, may have triggered cognitive and affective responses which affected learning, particularly during this ongoing tasks (i.e., a collection of questions asked in series).""

""Contrary to previous research [69, 84], our results did not indicate a connection between guessing behaviour and children’s lack of engagement during their interactions with the MBEG (Figure 6, top right). As such, we propose that during episodes of guessing, children experienced some degree of external and/or self-imposed pressures to determine answers correctly (as during informed problem solving).""",Clayton,2,"Marvy learns. Embodied...child must move physicall to get on-screen ""monster"" Marvy to place shapes in the right buckets. No AI/ML model (stats via ANOVA). Lots of references to ""groundwork"" that directs research, but no formal model."
3660066725,children's play and problem solving in motion-based educational games: synergies between human annotations and multi-modal data,Serena Lee-Cultura,2021,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP","STATS,QUAL",OTH,IDC,Interaction Design and Children Conference,18,BLND,STEM,IND,INSTR,K12,MF,,Caleb/Clayton,1&2,
3783339081,a novel method for the in-depth multimodal analysis of student learning trajectories in intelligent tutoring systems,Ran Liu,2018,Learning,"LOGS,AUDIO,SCREEN,PPA","LOGS,TRANS,ACT,QUAL,PPA","STATS,REG,QUAL",MID,JLA,Journal of Learning Analytics,19,VIRT,STEM,IND,INSTR,K12,"MB, MF",Corse-grained learning trajectories were able to identify key moments during learning that warrented futher analysis with other MMD,Caleb,1,
3783339081,a novel method for the in-depth multimodal analysis of student learning trajectories in intelligent tutoring systems,Ran Liu,2018,Learning,"LOGS,AUDIO,SCREEN,PPA","LOGS,TRANS,ACT,QUAL,PPA","STATS,REG,QUAL",MID,JLA,Journal of Learning Analytics,19,VIRT,STEM,IND,INSTR,K12,MB,"""Our results from this analysis showed how students’ early experiences struggling with a novel concept could significantly affect both their entire learning trajectories within an activity and pre-test–post-test measurements of learning gains related to that concept. It provided evidence of an important “moment” for early instructional intervention.

The analysis we conducted on the Concentration knowledge component was an example of how a knowledge component-centred analysis can benefit from this multi-step approach as well. Our results led to a modification in the knowledge component assignment to problem steps within a ChemVLab+ activity as well as instructional implications for promoting better learning of a previously hidden conceptual difficulty.""",Clayton,2,Chemistry Virtual Lab. ChemVLab+ tutor. Model-based via regressing post-test scores and calculating probability individual student will get problem correct.
3783339081,a novel method for the in-depth multimodal analysis of student learning trajectories in intelligent tutoring systems,Ran Liu,2018,Learning,"LOGS,AUDIO,SCREEN,PPA","LOGS,TRANS,ACT,QUAL,PPA","STATS,REG,QUAL",MID,JLA,Journal of Learning Analytics,19,VIRT,STEM,IND,INSTR,K12,MB,,Caleb/Clayton,1&2,
3095923626,a multimodal analysis of making,Marcelo Worsley,2017,Learning,"VIDEO,AUDIO,SENSOR,PPA,INTER","GEST,PPA,EDA,ACT,PROS,QUAL,INTER","STATS,CLUST,QUAL,PATT",EARLY,IJAIED,International Journal of Artificial Intelligence in Education,20,PHYS,STEM,MULTI,INF,K12,MB,"""each approach provides different affordances depending on the similarity metric and the dependent variable.""
 ""The take-away is that there are several strategies for doing multimodal learning analytics, and that many of these approaches can provide a meaningful glimpse into a complex data set, glimpses that may be difficult to identify using traditional approaches.""",Caleb,1,
3095923626,a multimodal analysis of making,Marcelo Worsley,2017,Learning,"VIDEO,AUDIO,SENSOR,PPA,INTER","GEST,PPA,EDA,ACT,PROS,QUAL,INTER","STATS,CLUST,QUAL,PATT",EARLY,IJAIED,International Journal of Artificial Intelligence in Education,20,PHYS,STEM,MULTI,INSTR,"K12, UNI",MB,"""Looking across analyses, there are clear instances where each provided some novel insights. In this sense, the overall algorithm appears to have relevance for studying learning, success and experimental condition; but honing in on these correlations requires different modes of analysis.

As a whole this article has shown that success, learning and process are not equivalent, though they may occasionally overlap. Thus, when thinking about measuring the effectiveness of a given learning environment it is important to be clear about which metrics one hopes to optimize. At the same time, this article has provided additional evidence that experimental condition can have an impact on learning, success and process. Because of this, one has to be cognizant about how to develop learning and reasoning approaches that allow the environment to realize the desired outcomes.""",Clayton,2,"Dyads working with materials like paper on engineering task. High school and undergraduate students. No AI/ML supervised model, no formal theorhetical model. Does clustering count as model? YES"
3095923626,a multimodal analysis of making,Marcelo Worsley,2017,Learning,"VIDEO,AUDIO,SENSOR,PPA,INTER","GEST,PPA,EDA,ACT,PROS,QUAL,INTER","STATS,CLUST,QUAL,PATT",EARLY,IJAIED,International Journal of Artificial Intelligence in Education,20,PHYS,STEM,MULTI,INF,"K12, UNI",MB,,Caleb/Clayton,1&2,
85990093,multimodal markers of persuasive speech : designing a virtual debate coach,Volha Petukhova,2017,Training,"VIDEO,AUDIO","PROS,GEST","CLS,QUAL,STATS",MID,INTERSPEECH,INTERSPEECH Conference,21,PHYS,HUM,MULTI,TRAIN,K12,MF,"""Experiments of different types supported fairly reliable identification of markers from multimodal data, and linking these to assessments of debater confidence level and intensification behaviour.""",Caleb,1,
85990093,multimodal markers of persuasive speech : designing a virtual debate coach,Volha Petukhova,2017,Training,"VIDEO,AUDIO","PROS,GEST","CLS,QUAL,STATS",MID,INTERSPEECH,INTERSPEECH Conference,21,PHYS,HUM,MULTI,TRAIN,K12,MB,"""In line with previous empirical findings, we acknowledge that persuasive speech is rather difficult to characterize. Neverthe- less, based on theoretical and empirical frameworks set up by Grice (1975), Gussenhoven (2002) and Hirschberg (2002), we were able to define a set of criteria which help us to explain observed regularities and define rules, strategies and constraints for the generation, assessment and correction of trainees’ debate performance. Experiments of different types supported fairly reliable identification of markers from multimodal data, and linking these to assessments of debater confidence level and intensification behaviour.""",Clayton,2,Designing a virtual debate coach. Model-based via SVM classification and also three different theorhetical frameworks.
85990093,multimodal markers of persuasive speech : designing a virtual debate coach,Volha Petukhova,2017,Training,"VIDEO,AUDIO","PROS,GEST","CLS,QUAL,STATS",MID,INTERSPEECH,INTERSPEECH Conference,21,PHYS,HUM,MULTI,TRAIN,K12,MB,,Caleb/Clayton,1&2,
86191824,examining how different modes mediate adolescents’ interactions during their collaborative multimodal composing processes,Shiyan Jiang,2019,Learning,"SCREEN,INTER,PPA,AUDIO","INTER,QUAL,TRANS",QUAL,OTH,ILE,Interactive Learning Environments,22,VIRT,STEM,MULTI,INSTR,K12,MB,"""This study contributes an initial understanding into how different modalities mediate students’ interactions and offers implications for scaffolding peer interactions during multimodal composing processes.""",Caleb,1,
86191824,examining how different modes mediate adolescents’ interactions during their collaborative multimodal composing processes,Shiyan Jiang,2019,Learning,"SCREEN,INTER,PPA,AUDIO","INTER,QUAL,TRANS",QUAL,OTH,ILE,Interactive Learning Environments,22,PHYS,STEM,MULTI,INSTR,K12,MB,"""Overall, students were more likely to share ideas and ask questions, and they tended to use quick- response strategies while multimodal composing.""

""Students’ interview responses also suggested that providing short responses was a typical strategy during multimodal composing.""

""When examining interactions across sessions, the group was more engaged in discussions at the beginning and the end of the project while fewer interactions occurred during the middle of their composing process.""

""Giving commands occurred much less frequently than other interaction types (Figure 3).""

""Students discussed more often about comics that combined visuals and text than other modal elements.""

""Making learning visible in different modes was critical to foster peer interaction (Jahnke, Norqvist, &
Olsson, 2013).""

""Results showed that there were interactional differences based on different modes.""

""While comparing discussions on static visual modes, namely images and multimodal comics, we found that images involved more self-oriented and less group-oriented contributions.""

""Discussions on animations included more elaborated feedback.""

""Written narrative provided the least opportunity for group-oriented contributions.""",Clayton,2,"Focus on how different modes influence student interactions over
time during science multimodal composing. Provides model via theoretical framework."
86191824,examining how different modes mediate adolescents’ interactions during their collaborative multimodal composing processes,Shiyan Jiang,2019,Learning,"SCREEN,INTER,PPA,AUDIO","INTER,QUAL,TRANS",QUAL,OTH,ILE,Interactive Learning Environments,22,VIRT,STEM,MULTI,INSTR,K12,MB,,Caleb/Clayton,1&2,
818492192,understanding student learning trajectories using multimodal learning analytics within an embodied-interaction learning environment,Alejandro Andrade,2017,Learning,"VIDEO,LOGS,INTER,PPA","GAZE,LOGS,INTER,PPA,GEST","CLUST,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,23,BLND,STEM,IND,INSTR,K12,MF,"""Using MMLA techniques, we were able to spot differences in students’ motion sequences while students interacted with our embodied simulation.""",Caleb,1,
818492192,understanding student learning trajectories using multimodal learning analytics within an embodied-interaction learning environment,Alejandro Andrade,2017,Learning,"VIDEO,LOGS,INTER,PPA","GAZE,LOGS,INTER,PPA,GEST","CLUST,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,23,BLND,STEM,IND,INSTR,K12,MB,"""Using MMLA techniques, we were able to spot differences in students’ motion sequences while students interacted with our embodied simulation.""",Clayton,2,"Embodied predator-prey ecosystem environment. No AI/ML or formal theoretical model. Does HMM count as model? YES

""The aim of this paper is to show how multimodal learning analytics (MMLA) can help understand how elementary students explore the concept of feedback loops while controlling an embodied simulation of a predator-prey ecosystem using hand movements as an interface with the computer simulation."""
818492192,understanding student learning trajectories using multimodal learning analytics within an embodied-interaction learning environment,Alejandro Andrade,2017,Learning,"VIDEO,LOGS,INTER,PPA","GAZE,LOGS,INTER,PPA,GEST","CLUST,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,23,BLND,STEM,IND,INSTR,K12,MB,,Caleb/Clayton,1&2,
147203129,multimodal learning analytics to inform learning design: lessons learned from computing education,Katerina Mangaroska,2020,Learning,"VIDEO,EYE,SENSOR,LOGS","LOGS,GAZE,EDA,PULSE,AFFECT,TEMP",CLS,HYBRID,JLA,Journal of Learning Analytics,24,VIRT,STEM,IND,INSTR,UNI,MB,"""The findings emphasize the need for learning analytics that are consequential for learning, rather than easy and convenient to collect.""",Caleb,1,
147203129,multimodal learning analytics to inform learning design: lessons learned from computing education,Katerina Mangaroska,2020,Learning,"VIDEO,EYE,SENSOR,LOGS","LOGS,GAZE,EDA,PULSE,AFFECT,TEMP",CLS,HYBRID,JLA,Journal of Learning Analytics,24,VIRT,STEM,IND,INSTR,UNI,MB,"""The models from M2 to M8 significantly outperformed M1 (see Figure 3), with M1 exhibiting a significantly lower adjusted
R2 value of 0.42 (std.dev. = 0.116).""

i.e., multimodal much better than logs alone for predicting debugging performance. Best model had every single modality.

""Using machine learning, we looked at the overall patterns in the data and performed feature importance among the 72 measures extracted from the multimodal data. Findings like ours combined with pedagogical intent from educators and theories from the LS, can advance the synergy between LA and LD by translating results in applicable design guidelines that can lead to improvements in the design of learning activities, instructional methods for teaching particular skills, and even the overall course (re)design. The complexity of the MMLA approach is congruous with learning theories because it can be used to understand how effectively students use the opportunities for learning as given in the LD. Such understanding promises to support versatile improvements in the LD in digital environments, from setting the right feedback loop (e.g., explaining misconceptions vs. challenging the student), to the design of personalized interventions, and modelling effective learning strategies considering skills and knowledge proficiency.""

""The findings emphasize the need for learning analytics that are consequential for learning, rather than easy and convenient to collect.""",Clayton,2,Java debugging env looking at just logs as a baseline then compared to multimodal. RF model-based.
147203129,multimodal learning analytics to inform learning design: lessons learned from computing education,Katerina Mangaroska,2020,Learning,"VIDEO,EYE,SENSOR,LOGS","LOGS,GAZE,EDA,PULSE,AFFECT,TEMP",CLS,HYBRID,JLA,Journal of Learning Analytics,24,VIRT,STEM,IND,INSTR,UNI,MB,,Caleb/Clayton,1&2,
123412197,utilizing multimodal data through fsqca to explain engagement in adaptive learning,Zacharoula Papamitsiou,2020,Learning,"SURVEY,LOGS,EYE,SENSOR,VIDEO","PULSE,AFFECT,EEG,GAZE,LOGS,BP,TEMP,EDA,SURVEY",PATT,HYBRID,TLT,Transactions on Learning Technologies,25,VIRT,STEM,IND,INF,UNI,MB,"The analysis revealed six configurations that explain learners’ high performance and three that explain learners’ medium/low performance, driven by engagement measures coming from the multimodal data.",Caleb,1,
123412197,utilizing multimodal data through fsqca to explain engagement in adaptive learning,Zacharoula Papamitsiou,2020,Learning,"SURVEY,LOGS,EYE,SENSOR,VIDEO","PULSE,AFFECT,EEG,GAZE,LOGS,BP,TEMP,EDA,SURVEY",PATT,HYBRID,TLT,Transactions on Learning Technologies,25,VIRT,STEM,IND,INSTR,UNI,MF,"""This study demonstrated a consolidated analysis of multimodal data collected during an adaptive self-assessment activity, utilizing fsQCA for deeper understanding engagement in this setting. What this study adds to engagement literature is that when the learning tasks facilitate one’s own learning needs (motivation), it is likely that one will be deeper and more substantially involved with those tasks, yet the thorough analysis showcased that multimodal data can provide more than one engagement patterns to facilitate this objective.""",Clayton,2,Fuzzy set qualitative comparative analysis (fsQCA) approach to shed light to learners’ engagement patterns. Model free because no formal theoretical model or AI/ML model.
123412197,utilizing multimodal data through fsqca to explain engagement in adaptive learning,Zacharoula Papamitsiou,2020,Learning,"SURVEY,LOGS,EYE,SENSOR,VIDEO","PULSE,AFFECT,EEG,GAZE,LOGS,BP,TEMP,EDA,SURVEY",PATT,HYBRID,TLT,Transactions on Learning Technologies,25,VIRT,STEM,IND,INF,UNI,MF,,Caleb/Clayton,1&2,
1118315889,using multimodal learning analytics to identify aspects of collaboration in project-based learning,Daniel Spikol,2017,Learning,"VIDEO,AUDIO,LOGS","POSE,PROS",REG,MID,CSCL,Conference on Computer Supported Collaborative Learning,26,PHYS,STEM,MULTI,INF,UNI,MF,"""physical aspect of collaborative is an important part of this type of learning and that learning analytics systems can identify features that are relevant for helping researchers, teachers, and learners unpack what is happening.""",Caleb,1,
1118315889,using multimodal learning analytics to identify aspects of collaboration in project-based learning,Daniel Spikol,2017,Learning,"VIDEO,AUDIO,LOGS","POSE,PROS",REG,MID,CSCL,Conference on Computer Supported Collaborative Learning,26,BLND,STEM,MULTI,INSTR,UNI,MB,"""In this research study, we presented that where the students are looking, the distance between them, the motion of their hands our key features for a learning analytics system to be effectively used to identify collaboration in small groups of Engineering students.""",Clayton,2,Determine best MMLA features for CPS. Blened Arduino+IDE. Model-based (regression).
1118315889,using multimodal learning analytics to identify aspects of collaboration in project-based learning,Daniel Spikol,2017,Learning,"VIDEO,AUDIO,LOGS","POSE,PROS",REG,MID,CSCL,Conference on Computer Supported Collaborative Learning,26,PHYS,STEM,MULTI,INSTR,UNI,MB,,Caleb/Clayton,1&2,
1315379489,multimodal engagement analysis from facial videos in the classroom,Ömer Sümer,2021,Learning,VIDEO,"POSE,AFFECT",CLS,"EARLY,LATE",TAC,Transactions on Affective Computing,27,PHYS,"HUM, STEM",IND,INSTR,K12,MB,"""The best performing engagement classifiers achieved AUCs of .620 and .720 in Grades 8 and 12, respectively. We further investigated fusion strategies and found score-level fusion either improves the engagement classifiers or is on par with the best performing modality. We also investigated the effect of personalization and found that using only 60-seconds of person-specific data selected by margin uncertainty of the base classifier yielded an average AUC improvement of .084.""",Caleb,1,
1315379489,multimodal engagement analysis from facial videos in the classroom,Ömer Sümer,2021,Learning,VIDEO,"POSE,AFFECT",CLS,"EARLY,LATE",TAC,Transactions on Affective Computing,27,PHYS,"HUM, STEM",MULTI,INSTR,K12,MB,"""In contrast to the previous works that used mainly handcrafted local (i.e., local binary patterns, Gabor filters) and precomputed features such as head pose or estimated facial action units, we showed that engagement as a 3-class classification problem can be predicted in the classroom. We gathered a large-scale classroom observation dataset and collected the observer ratings of student engagement for Grades 8 and 12 (N=15). In contrast to the limited training and testing protocols in the literature, our study is the first to validate the use of automated engagement analysis in the classroom.

Our work proves that even a small amount of person-specific data could considerably enhance the performance of engagement classifiers. In comparison to the person-independent settings of many machine learning and computer vision tasks, personalization in engagement analysis significantly impacts performance. We find this to be the case because of personal differences in visible behaviors during levels of low and high engagement. Furthermore, engagement can even reveal variation in time (for instance, the indicators of engagement are not the same in different classes, i.e., math and history).""",Clayton,2,"AV facial detection. Model-based: RF, SVM, MLP, LSTM. Classroon setting (instructional, multi-person, physical). Many subjects stemming across STEM and humanities."
1315379489,multimodal engagement analysis from facial videos in the classroom,Ömer Sümer,2021,Learning,VIDEO,"POSE,AFFECT",CLS,"EARLY,LATE",TAC,Transactions on Affective Computing,27,PHYS,"HUM, STEM",MULTI,INSTR,K12,MB,,Caleb/Clayton,1&2,
1374035721,attentivelearner2: a multimodal approach for improving mooc learning on mobile devices,Phuong Pham,2017,Learning,"VIDEO,SURVEY","PULSE,AFFECT,SURVEY",CLS,MID,AIED,International Conference on Artificial Intelligence in Education,28,VIRT,STEM,IND,INSTR,UNSP,MB,"""In a 26-participant user study, we found that it is feasible to detect 6 types of emotion during learning via collected PPG signals and facial expressions and these modalities are complement with each other.""",Caleb,1,
1374035721,attentivelearner2: a multimodal approach for improving mooc learning on mobile devices,Phuong Pham,2017,Learning,"VIDEO,SURVEY","PULSE,AFFECT,SURVEY",CLS,MID,AIED,International Conference on Artificial Intelligence in Education,28,VIRT,STEM,IND,INSTR,UNSP,MB,"""In a 26-participant user study, we found that it is feasible to detect 6 types of emotion during learning via collected PPG signals and facial expressions and these modalities are complement with each other.""

""AttentiveLearner2 achieved high performance as all our models outperformed the baseline. Moreover, we found PPG signals and facial expressions are complement each other. If FEA features can win in 3 emotions (Confusion, Happiness, and Self-efficacy), PPG features are the best solution for Curiosity, and feature fusion can improve detection performance for Boredom and Frustration.""

""In a 26-participant user study, we found that by taking advantages from two modalities, AttentiveLearner2 achieved higher detection accuracy than models using only one modality across 6 different emotions. More importantly, these results were achieved on unmodified smartphones which supports the scalable deployment of AttentiveLearner2""",Clayton,2,"AttentiveLearner2 implicitly infers learners’ affective and cognitive states during learning by analyzing learners’ PPG signals and facial expressions to improve mobile MOOC learning. 

Model-based via multimodal emotion detection, but it's a short paper and the exact classification model is not provided."
1374035721,attentivelearner2: a multimodal approach for improving mooc learning on mobile devices,Phuong Pham,2017,Learning,"VIDEO,SURVEY","PULSE,AFFECT,SURVEY",CLS,MID,AIED,International Conference on Artificial Intelligence in Education,28,VIRT,STEM,IND,INSTR,UNSP,MB,,Caleb/Clayton,1&2,
1426267857,"affect, support, and personal factors: multimodal causal models of one-on-one coaching",Lujie Karen Chen,2021,Learning,"AUDIO,VIDEO,SURVEY","PROS,GAZE,TRANS,AFFECT,SURVEY","STATS,NET",HYBRID,JEDM,Journal of Educational Data Mining,29,PHYS,STEM,IND,INSTR,K12,MB,"""this research contributes to the relatively sparse literature in multimodal learning analytics by providing a balanced view of the teacher and student interactions with a data set collected in naturalistic home environments.""",Caleb,1,
